var_cod,description,portal,last_update
0003334,Emissões de cobre (Base 2006 - t) por Ramo de atividade; Anual,Yes,2024-01-04
0003333,Emissões de selénio (Base 2006 - t) por Ramo de atividade; Anual,Yes,2024-01-04
0000851,Lotação (N.º) dos estabelecimentos prisionais por Grau de complexidade de gestão; Anual,Yes,2024-01-04
0000850,Estabelecimentos prisionais (N.º) por Nível de segurança; Anual,Yes,2024-01-04
0000654,"Turistas (N.º) por Sexo, Grupo etário, Motivo da viagem e Destino da viagem; Trimestral",Yes,2024-01-04
0000852,Reclusas/os condenadas/os existentes em 31 de dezembro (N.º) nos estabelecimentos prisionais por Categoria de crime; Anual,Yes,2024-01-04
0002935,Emissões de zinco (Base 2000 - t) por Ramo de atividade; Anual,Yes,2024-01-04
0003213,Proporção de hospitais que utilizam computador (%) por Natureza institucional; Bienal,Yes,2024-01-04
0003226,Proporção de hospitais que realizam atividades de telemedicina (%) por Tipo (atividade de telemedicina) (2008); Bienal,Yes,2024-01-04
0001718,Domínios de Portugal ativos (.pt) por 1000 habitantes (N.º); Anual,Yes,2024-01-04
0002926,Emissões de perfluorcarbonetos (Base 2000 - t equivalentes CO2) por Ramo de atividade; Anual,Yes,2024-01-04
0002927,Emissões de partículas suspensas totais (Base 2000 - t) por Ramo de atividade; Anual,Yes,2024-01-04
0002928,"Emissões de partículas suspensas (com um diâmetro aerodinâmico inferior ou igual a 2,5 microns) (Base 2000 - t) por Ramo de atividade; Anual",Yes,2024-01-04
0002929,"Emissões de partículas suspensas (com um diâmetro aerodinâmico inferior ou igual a 1,0 microns) (Base 2000 - t) por Ramo de atividade; Anual",Yes,2024-01-04
0002930,Emissões de clorofluorcarbonetos (Base 2000 - t) por Ramo de atividade; Anual,Yes,2024-01-04
0002931,Emissões de hidroclorofluorcarbonetos (Base 2000 - t) por Ramo de atividade; Anual,Yes,2024-01-04
0002932,Emissões de arsénico (Base 2000 - t) por Ramo de atividade; Anual,Yes,2024-01-04
0002933,Emissões de mercúrio (Base 2000 - t) por Ramo de atividade; Anual,Yes,2024-01-04
0003214,Proporção de hospitais que utilizam computador (%) por Tipo de hospital; Bienal,Yes,2024-01-04
0002934,Emissões de chumbo (Base 2000 - t) por Ramo de atividade; Anual,Yes,2024-01-04
0002010,Consumo final de energia (tep) por Tipo de fonte de energia e Setor de atividade económica; Anual,Yes,2024-01-04
0003224,Proporção de hospitais que disponibilizam sistema de videoconferência a crianças internadas para acesso a atividades de educação (%); Bienal,Yes,2024-01-04
0003223,Proporção de hospitais que disponibilizam acesso a computadores com ligação à Internet aos doentes internados (%); Bienal,Yes,2024-01-04
0003218,Proporção de hospitais que disponibilizam acesso a computadores aos doentes internados (%); Bienal,Yes,2024-01-04
0003217,Proporção de hospitais que disponibilizam ao pessoal ao serviço acesso ao sistema de tecnologias da informação e da comunicação (TIC) a partir do exterior (%); Bienal,Yes,2024-01-04
0003216,Proporção de hospitais que utilizam meios informáticos nas atividades desenvolvidas (%) por Tipo (atividade de gestão) (2008); Bienal,Yes,2024-01-04
0003215,Proporção de hospitais que utilizam computador (%) por Tipo de tecnologia utilizada; Bienal,Yes,2024-01-04
0000853,Movimento de processos (N.º) nos tribunais judiciais de 1ª instância por Tipo de processo e Tipo de fluxo dos processos; Anual,Yes,2024-01-04
0001229,Estabelecimentos de saúde (N.º); Anual,Yes,2024-01-04
0003325,Emissões de clorofluorcarbonetos (Base 2006 - t) por Ramo de atividade; Anual,Yes,2024-01-04
0003326,Emissões de hidroclorofluorcarbonetos (Base 2006 - t) por Ramo de atividade; Anual,Yes,2024-01-04
0001369,"Duração da licença de maternidade por aborto, da segurança social (Série 2000-2009 - Dia); Anual",Yes,2024-01-04
0003316,Emissões de monóxido de carbono (Base 2006 - t) por Ramo de atividade; Anual,Yes,2024-01-04
0001672,Óbitos por doença pelo vírus de imunodeficiência humana (VIH - N.º) por Sexo; Anual,Yes,2024-01-04
0003322,Emissões de partículas suspensas totais (Base 2006 - t) por Ramo de atividade; Anual,Yes,2024-01-04
0003317,Emissões de partículas suspensas (com um diâmetro aerodinâmico inferior ou igual a 10 microns) (Base 2006 - t) por Ramo de atividade; Anual,Yes,2024-01-04
0003323,"Emissões de partículas suspensas (com um diâmetro aerodinâmico inferior ou igual a 2,5 microns) (Base 2006 - t) por Ramo de atividade; Anual",Yes,2024-01-04
0001675,Óbitos (N.º) por Sexo e Causa de morte; Anual,Yes,2024-01-04
0001674,Óbitos por lesões autoprovocadas intencionalmente (N.º) por Sexo; Anual,Yes,2024-01-04
0003324,"Emissões de partículas suspensas (com um diâmetro aerodinâmico inferior ou igual a 1,0 microns) (Base 2006 - t) por Ramo de atividade; Anual",Yes,2024-01-04
0000207,Consumo humano de hortícolas (tomate - t) por Espécie de produtos hortícolas (Balanços de mercado); Anual,Yes,2024-01-04
0001365,"Duração da licença por riscos específicos, da segurança social (Série 2000-2009 - Dia); Anual",Yes,2024-01-04
0001393,"Duração das faltas especiais pelo nascimento de netos, da segurança social (Série 2001-2009 - Dia) por Sexo; Anual",Yes,2024-01-04
0000652,"Despesas de viagem (€) feitas pelos turistas por Sexo, Grupo etário, Motivo da viagem, Duração da viagem e Destino da viagem; Trimestral",Yes,2024-01-04
0003327,Emissões de arsénico (Base 2006 - t) por Ramo de atividade; Anual,Yes,2024-01-04
0001364,"Duração da licença por adoção, da segurança social (Série 1991-2009 - Dia) por Sexo; Anual",Yes,2024-01-04
0001705,Saídas para Espanha (Fronteira rodoviária - N.º) de excursionistas residentes por Motivo da viagem; Anual,Yes,2024-01-04
0001704,Saídas para Espanha (Fronteira rodoviária - N.º) de excursionistas residentes; Mensal,Yes,2024-01-04
0003332,Emissões de crómio (Base 2006 - t) por Ramo de atividade; Anual,Yes,2024-01-04
0000656,"Viagens (N.º) feitas pelos turistas por Sexo, Grupo etário, Motivo da viagem, Duração da viagem e Destino da viagem; Trimestral",Yes,2024-01-04
0000653,"Dormidas (N.º) de turistas por Sexo, Grupo etário, Motivo da viagem, Duração da viagem e Destino da viagem; Trimestral",Yes,2024-01-04
0003331,Emissões de cádmio (Base 2006 - t) por Ramo de atividade; Anual,Yes,2024-01-04
0003330,Emissões de zinco (Base 2006 - t) por Ramo de atividade; Anual,Yes,2024-01-04
0003329,Emissões de chumbo (Base 2006 - t) por Ramo de atividade; Anual,Yes,2024-01-04
0000208,Consumo humano de hortícolas per capita (tomate - kg/ hab.) por Espécie de produtos hortícolas (Balanços de mercado); Anual,Yes,2024-01-04
0001395,"Duração da licença parental remunerada, da segurança social (Série 2000-2009 - 15 dias - Dia); Anual",Yes,2024-01-04
0003328,Emissões de mercúrio (Base 2006 - t) por Ramo de atividade; Anual,Yes,2024-01-04
0001199,Apreciação sobre a posição competitiva no mercado nacional nos últimos 3 meses (Saldo de respostas extremas) da indústria transformadora por Tipo de bens; Trimestral,Yes,2024-01-03
0011982,Índice de emprego na indústria - bruto (Taxa de variação mensal - Base 2021 - %) por Agrupamento industrial; Mensal,Yes,2024-01-03
0011991,Índices de preços na produção industrial - bruto (Base - 2021) por Tipo de mercado e Agrupamento industrial; Mensal,Yes,2024-01-03
0001182,Perspetivas sobre a produção nos próximos 3 meses (Saldo de respostas extremas) da indústria transformadora por Tipo de bens; Mensal,Yes,2024-01-03
0011899,Índice de produção industrial - ajustado de efeitos de calendário (Taxa de variação homóloga - Base 2021 - %) por Atividade económica (CAE Rev. 3); Mensal,Yes,2024-01-03
0011943,Índice de horas trabalhadas na indústria - bruto (Taxa de variação mensal - Base 2021 - %) por Atividade económica (Divisão - CAE Rev. 3); Mensal,Yes,2024-01-03
0011932,Índice de emprego na indústria - bruto (Taxa de variação homóloga - Base 2021 - %) por Atividade económica (Divisão - CAE Rev. 3); Mensal,Yes,2024-01-03
0011960,Índice de volume de negócios na indústria no mercado externo - bruto (Taxa de variação média anual - Base 2021 - %) por Agrupamento industrial; Mensal,Yes,2024-01-03
0001217,Apreciação sobre as encomendas a fornecedores estrangeiros (Saldo de respostas extremas) do comércio por Tipo de comércio; Trimestral,Yes,2024-01-03
0011952,Índice de emprego na indústria - bruto (Base - 2021) por Agrupamento industrial; Mensal,Yes,2024-01-03
0011963,Índice de horas trabalhadas na indústria - bruto (Taxa de variação média anual - Base 2021 - %) por Agrupamento industrial; Mensal,Yes,2024-01-03
0011923,Índice de horas trabalhadas na indústria - bruto (Taxa de variação média anual - Base 2021 - %) por Atividade económica (Divisão - CAE Rev. 3); Mensal,Yes,2024-01-03
0011747,Índice de horas trabalhadas na construção e obras públicas - ajustado de efeitos de calendário (Base - 2021) por Atividade económica (CAE Rev. 3); Mensal,Yes,2024-01-03
0011862,Índice de horas trabalhadas na construção e obras públicas - ajustado de efeitos de calendário (Taxa de variação mensal - Base 2021 - %) por Atividade económica (CAE Rev. 3); Mensal,Yes,2024-01-03
0011739,Índice de horas trabalhadas na construção e obras públicas - ajustado de efeitos de calendário (Taxa de variação homóloga - Base 2021 - %) por Atividade económica (CAE Rev. 3); Mensal,Yes,2024-01-03
0011961,Índice de remunerações na indústria - bruto (Taxa de variação média anual - Base 2021 - %) por Agrupamento industrial; Mensal,Yes,2024-01-03
0011971,Índice de remunerações na indústria - bruto (Taxa de variação homóloga - Base 2021 - %) por Agrupamento industrial; Mensal,Yes,2024-01-03
0011981,Índice de remunerações na indústria - bruto (Taxa de variação mensal - Base 2021 - %) por Agrupamento industrial; Mensal,Yes,2024-01-03
0011951,Índice de remunerações na indústria - bruto (Base - 2021) por Agrupamento industrial; Mensal,Yes,2024-01-03
0011970,Índice de volume de negócios na indústria no mercado externo - bruto (Taxa de variação homóloga - Base 2021 - %) por Agrupamento industrial; Mensal,Yes,2024-01-03
0011922,Índice de emprego na indústria - bruto (Taxa de variação média anual - Base 2021 - %) por Atividade económica (Divisão - CAE Rev. 3); Mensal,Yes,2024-01-03
0011980,Índice de volume de negócios na indústria no mercado externo - bruto (Taxa de variação mensal - Base 2021 - %) por Agrupamento industrial; Mensal,Yes,2024-01-03
0011959,Índice de volume de negócios na indústria no mercado interno - bruto (Taxa de variação média anual - Base 2021 - %) por Agrupamento industrial; Mensal,Yes,2024-01-03
0011969,Índice de volume de negócios na indústria no mercado interno - bruto (Taxa de variação homóloga - Base 2021 - %) por Agrupamento industrial; Mensal,Yes,2024-01-03
0011979,Índice de volume de negócios na indústria no mercado interno - bruto (Taxa de variação mensal - Base 2021 - %) por Agrupamento industrial; Mensal,Yes,2024-01-03
0011958,Índice de volume de negócios na indústria - bruto (Taxa de variação média anual - Base 2021 - %) por Agrupamento industrial; Mensal,Yes,2024-01-03
0011968,Índice de volume de negócios na indústria - bruto (Taxa de variação homóloga - Base 2021 - %) por Agrupamento industrial; Mensal,Yes,2024-01-03
0011978,Índice de volume de negócios na indústria - bruto (Taxa de variação mensal - Base 2021 - %) por Agrupamento industrial; Mensal,Yes,2024-01-03
0011948,Índice de volume de negócios na indústria - bruto (Base - 2021) por Agrupamento industrial; Mensal,Yes,2024-01-03
0011933,Índice de horas trabalhadas na indústria - bruto (Taxa de variação homóloga - Base 2021 - %) por Atividade económica (Divisão - CAE Rev. 3); Mensal,Yes,2024-01-03
0011942,Índice de emprego na indústria - bruto (Taxa de variação mensal - Base 2021 - %) por Atividade económica (Divisão - CAE Rev. 3); Mensal,Yes,2024-01-03
0011913,Índice de horas trabalhadas na indústria - bruto (Base - 2021) por Atividade económica (Divisão - CAE Rev. 3); Mensal,Yes,2024-01-03
0011906,Índice de produção industrial - ajustado de efeitos de calendário e de sazonalidade (Taxa de variação média anual - Base 2021 - %) por Agrupamento industrial; Mensal,Yes,2024-01-03
0011921,Índice de remunerações na indústria - bruto (Taxa de variação média anual - Base 2021 - %) por Atividade económica (Divisão - CAE Rev. 3); Mensal,Yes,2024-01-03
0011905,Índice de produção industrial - ajustado de efeitos de calendário (Taxa de variação média anual - Base 2021 - %) por Atividade económica (CAE Rev. 3); Mensal,Yes,2024-01-03
0011353,"Proporção da população residente com 16 e mais anos de idade que referiu necessidade não satisfeita de consulta médica nos últimos 12 meses (%) por Sexo, Grupo etário e Razão para necessidade não satisfeita de consulta; Anual",Yes,2024-01-03
0012000,Índices de preços na produção industrial no mercado externo - bruto (Taxa de variação média anual - Base 2021 - %) por Atividade económica (CAE Rev. 3); Mensal,Yes,2024-01-03
0011988,Índices de preços na produção industrial - Total - bruto (Base - 2021) por Atividade económica (CAE Rev. 3); Mensal,Yes,2024-01-03
0012001,Índices de preços na produção industrial - Total - bruto (Taxa de variação mensal - Base 2021 - %) por Atividade económica (CAE Rev. 3); Mensal,Yes,2024-01-03
0012002,Índices de preços na produção industrial - Total - bruto (Taxa de variação homóloga - Base 2021 - %) por Atividade económica (CAE Rev. 3); Mensal,Yes,2024-01-03
0012003,Índices de preços na produção industrial - Total - bruto (Taxa de variação média anual - Base 2021 - %) por Atividade económica (CAE Rev. 3); Mensal,Yes,2024-01-03
0011884,Índice de produção industrial - bruto (Base - 2021) por Agrupamento industrial; Mensal,Yes,2024-01-03
0011885,Índice de produção industrial - bruto (Base - 2021) por Atividade económica (CAE Rev. 3); Mensal,Yes,2024-01-03
0011886,Índice de produção industrial - ajustado de efeitos de calendário (Base - 2021) por Agrupamento industrial; Mensal,Yes,2024-01-03
0011887,Índice de produção industrial - ajustado de efeitos de calendário (Base - 2021) por Atividade económica (CAE Rev. 3); Mensal,Yes,2024-01-03
0011888,Índice de produção industrial - ajustado de efeitos de calendário e de sazonalidade (Base - 2021) por Agrupamento industrial; Mensal,Yes,2024-01-03
0011889,Índice de produção industrial - ajustado de efeitos de calendário e de sazonalidade (Base - 2021) por Atividade económica (CAE Rev. 3); Mensal,Yes,2024-01-03
0011890,Índice de produção industrial - bruto (Taxa de variação mensal - Base 2021 - %) por Agrupamento industrial; Mensal,Yes,2024-01-03
0001216,Perspetivas sobre o volume de stocks nos próximos 3 meses (Saldo de respostas extremas) do comércio por Tipo de comércio; Trimestral,Yes,2024-01-03
0011891,Índice de produção industrial - bruto (Taxa de variação mensal - Base 2021 - %) por Atividade económica (CAE Rev. 3); Mensal,Yes,2024-01-03
0011892,Índice de produção industrial - ajustado de efeitos de calendário (Taxa de variação mensal - Base 2021 - %) por Agrupamento industrial; Mensal,Yes,2024-01-03
0011893,Índice de produção industrial - ajustado de efeitos de calendário (Taxa de variação mensal - Base 2021 - %) por Atividade económica (CAE Rev. 3); Mensal,Yes,2024-01-03
0011894,Índice de produção industrial - ajustado de efeitos de calendário e de sazonalidade (Taxa de variação mensal - Base 2021 - %) por Agrupamento industrial; Mensal,Yes,2024-01-03
0001193,Apreciação sobre a carteira de encomendas global nos últimos 3 meses (Saldo de respostas extremas) da indústria transformadora por Tipo de bens; Trimestral,Yes,2024-01-03
0011895,Índice de produção industrial - ajustado de efeitos de calendário e de sazonalidade (Taxa de variação mensal - Base 2021 - %) por Atividade económica (CAE Rev. 3); Mensal,Yes,2024-01-03
0011896,Índice de produção industrial - bruto (Taxa de variação homóloga - Base 2021 - %) por Agrupamento industrial; Mensal,Yes,2024-01-03
0000844,"Pessoal ao serviço em 31 de dezembro (N.º) nos tribunais judiciais por Sexo, Espécie de tribunal e Tipo de pessoal ao serviço; Anual",Yes,2024-01-03
0001191,Taxa de utilização da capacidade produtiva nos últimos 3 meses (%) da indústria transformadora por Tipo de bens; Trimestral,Yes,2024-01-03
0011897,Índice de produção industrial - bruto (Taxa de variação homóloga - Base 2021 - %) por Atividade económica (CAE Rev. 3); Mensal,Yes,2024-01-03
0011898,Índice de produção industrial - ajustado de efeitos de calendário (Taxa de variação homóloga - Base 2021 - %) por Agrupamento industrial; Mensal,Yes,2024-01-03
0011901,Índice de produção industrial - ajustado de efeitos de calendário e de sazonalidade (Taxa de variação homóloga - Base 2021 - %) por Atividade económica (CAE Rev. 3); Mensal,Yes,2024-01-03
0011902,Índice de produção industrial - bruto (Taxa de variação média anual - Base 2021 - %) por Agrupamento industrial; Mensal,Yes,2024-01-03
0011999,Índices de preços na produção industrial no mercado externo - bruto (Taxa de variação homóloga - Base 2021 - %) por Atividade económica (CAE Rev. 3); Mensal,Yes,2024-01-03
0011912,Índice de emprego na indústria - bruto (Base - 2021) por Atividade económica (Divisão - CAE Rev. 3); Mensal,Yes,2024-01-03
0011998,Índices de preços na produção industrial no mercado externo - bruto (Taxa de variação mensal - Base 2021 %) por Atividade económica (CAE Rev. 3); Mensal,Yes,2024-01-03
0011900,Índice de produção industrial - ajustado de efeitos de calendário e de sazonalidade (Taxa de variação homóloga - Base 2021 - %) por Agrupamento industrial; Mensal,Yes,2024-01-03
0011931,Índice de remunerações na indústria - bruto (Taxa de variação homóloga - Base 2021 - %) por Atividade económica (Divisão - CAE Rev. 3); Mensal,Yes,2024-01-03
0011904,Índice de produção industrial - ajustado de efeitos de calendário (Taxa de variação média anual - Base 2021 - %) por Agrupamento industrial; Mensal,Yes,2024-01-03
0007063,Investimentos (€) das empresas com atividade de gestão e proteção do ambiente por Domínios de ambiente e Setor de atividade económica (CAE Rev. 3); Anual,Yes,2024-01-03
0011941,Índice de remunerações na indústria - bruto (Taxa de variação mensal - Base 2021 - %) por Atividade económica (Divisão - CAE Rev. 3); Mensal,Yes,2024-01-03
0011911,Índice de remunerações na indústria - bruto (Base - 2021) por Atividade económica (Divisão - CAE Rev. 3); Mensal,Yes,2024-01-03
0011920,Índice de volume de negócios na indústria no mercado externo - bruto (Taxa de variação média anual - Base 2021 - %) por Atividade económica (Divisão - CAE Rev. 3); Mensal,Yes,2024-01-03
0011930,Índice de volume de negócios na indústria no mercado externo - bruto (Taxa de variação homóloga - Base 2021 - %) por Atividade económica (Divisão - CAE Rev. 3); Mensal,Yes,2024-01-03
0011940,Índice de volume de negócios na indústria no mercado externo - bruto (Taxa de variação mensal - Base 2021 - %) por Atividade económica (Divisão - CAE Rev. 3); Mensal,Yes,2024-01-03
0011919,Índice de volume de negócios na indústria no mercado interno - bruto (Taxa de variação média anual - Base 2021 - %) por Atividade económica (Divisão - CAE Rev. 3); Mensal,Yes,2024-01-03
0011929,Índice de volume de negócios na indústria no mercado interno - bruto (Taxa de variação homóloga - Base 2021 - %) por Atividade económica (Divisão - CAE Rev. 3); Mensal,Yes,2024-01-03
0011939,Índice de volume de negócios na indústria no mercado interno - bruto (Taxa de variação mensal - Base 2021 - %) por Atividade económica (Divisão - CAE Rev. 3); Mensal,Yes,2024-01-03
0011918,Índice de volume de negócios na indústria - bruto (Taxa de variação média anual - Base 2021 - %) por Atividade económica (Divisão - CAE Rev. 3); Mensal,Yes,2024-01-03
0011928,Índice de volume de negócios na indústria - bruto (Taxa de variação homóloga - Base 2021 - %) por Atividade económica (Divisão - CAE Rev. 3); Mensal,Yes,2024-01-03
0011938,Índice de volume de negócios na indústria - bruto (Taxa de variação mensal - Base 2021 - %) por Atividade económica (Divisão - CAE Rev. 3); Mensal,Yes,2024-01-03
0011908,Índice de volume de negócios na indústria - bruto (Base - 2021) por Atividade económica (Divisão - CAE Rev. 3); Mensal,Yes,2024-01-03
0011992,Índices de preços na produção industrial - bruto (Taxa de variação mensal - Base 2021 - %) por Tipo de mercado e Agrupamento industrial; Mensal,Yes,2024-01-03
0011903,Índice de produção industrial - bruto (Taxa de variação média anual - Base 2021 - %) por Atividade económica (CAE Rev. 3); Mensal,Yes,2024-01-03
0011993,Índices de preços na produção industrial - bruto (Taxa de variação homóloga - Base 2021 - %) por Tipo de mercado e Agrupamento industrial; Mensal,Yes,2024-01-03
0012004,Índice de volume de negócios no comércio - bruto (Taxa de variação mensal - Base 2021 - %) por Agrupamento do comércio (AC); Mensal,Yes,2024-01-03
0001203,Apreciação sobre a carteira de encomendas global nos últimos 3 meses (SRE - Valores corrigidos de sazonalidade) dos Serviços; Mensal,Yes,2024-01-03
0011994,Índices de preços na produção industrial - bruto (Taxa de variação média anual - Base 2021 - %) por Tipo de mercado e Agrupamento industrial; Mensal,Yes,2024-01-03
0001207,Perspetivas sobre o emprego nos próximos 3 meses (SRE - Valores corrigidos de sazonalidade) dos serviços; Mensal,Yes,2024-01-03
0011354,"Proporção da população residente com 16 e mais anos de idade que referiu necessidade não satisfeita de consulta com dentista nos últimos 12 meses (%) por Sexo, Grupo etário e Razão para necessidade não satisfeita de consulta; Anual",Yes,2024-01-03
0011990,Índices de preços na produção industrial no mercado externo - bruto (Base - 2021) por Atividade económica (CAE Rev. 3); Mensal,Yes,2024-01-03
0011907,Índice de produção industrial - ajustado de efeitos de calendário e de sazonalidade (Taxa de variação média anual - Base 2021 - %) por Atividade económica (CAE Rev. 3); Mensal,Yes,2024-01-03
0001218,Apreciação sobre as encomendas recebidas (Saldo de respostas extremas) no comércio por grosso; Trimestral,Yes,2024-01-03
0011972,Índice de emprego na indústria - bruto (Taxa de variação homóloga - Base 2021 - %) por Agrupamento industrial; Mensal,Yes,2024-01-03
0011946,Índice de volume de negócios na indústria no mercado interno - ajustado de efeitos de calendário e de sazonalidade (Taxa de variação mensal - Base 2021 - %) por Atividade económica (Divisão - CAE Rev. 3); Mensal,Yes,2024-01-03
0011924,Índice de horas trabalhadas na indústria - ajustado de efeitos de calendário (Taxa de variação média anual - Base 2021 - %) por Atividade económica (Divisão - CAE Rev. 3); Mensal,Yes,2024-01-03
0011915,Índice de volume de negócios na indústria - ajustado de efeitos de calendário e de sazonalidade (Base - 2021) por Atividade económica (Divisão - CAE Rev. 3); Mensal,Yes,2024-01-03
0011945,Índice de volume de negócios na indústria - ajustado de efeitos de calendário e de sazonalidade (Taxa de variação mensal - Base 2021 - %) por Atividade económica (Divisão - CAE Rev. 3); Mensal,Yes,2024-01-03
0011935,Índice de volume de negócios na indústria - ajustado de efeitos de calendário e de sazonalidade (Taxa de variação homóloga - Base 2021 - %) por Atividade económica (Divisão - CAE Rev. 3); Mensal,Yes,2024-01-03
0011925,Índice de volume de negócios na indústria - ajustado de efeitos de calendário e de sazonalidade (Taxa de variação média anual - Base 2021 - %) por Atividade económica (Divisão - CAE Rev. 3); Mensal,Yes,2024-01-03
0011962,Índice de emprego na indústria - bruto (Taxa de variação média anual - Base 2021 - %) por Agrupamento industrial; Mensal,Yes,2024-01-03
0011936,Índice de volume de negócios na indústria no mercado interno - ajustado de efeitos de calendário e de sazonalidade (Taxa de variação homóloga - Base 2021 - %) por Atividade económica (Divisão - CAE Rev. 3); Mensal,Yes,2024-01-03
0011937,Índice de volume de negócios na indústria no mercado externo - ajustado de efeitos de calendário e de sazonalidade (Taxa de variação homóloga - Base 2021 - %) por Atividade económica (Divisão - CAE Rev. 3); Mensal,Yes,2024-01-03
0000555,Volume de negócios (€) das empresas de serviços postais por Setor de atividade económica; Anual,Yes,2024-01-03
0011926,Índice de volume de negócios na indústria no mercado interno - ajustado de efeitos de calendário e de sazonalidade (Taxa de variação média anual - Base 2021 - %) por Atividade económica (Divisão - CAE Rev. 3); Mensal,Yes,2024-01-03
0000556,Investimentos (€) das empresas de serviços postais por Setor de atividade económica; Anual,Yes,2024-01-03
0011917,Índice de volume de negócios na indústria no mercado externo - ajustado de efeitos de calendário e de sazonalidade (Base - 2021) por Atividade económica (Divisão - CAE Rev. 3); Mensal,Yes,2024-01-03
0000557,Tráfego postal (N.º) das empresas de serviços postais por Setor de atividade económica e Tipo de raio de ação; Anual,Yes,2024-01-03
0011947,Índice de volume de negócios na indústria no mercado externo - ajustado de efeitos de calendário e de sazonalidade (Taxa de variação mensal - Base 2021 - %) por Atividade económica (Divisão - CAE Rev. 3); Mensal,Yes,2024-01-03
0011934,Índice de horas trabalhadas na indústria - ajustado de efeitos de calendário (Taxa de variação homóloga - Base 2021 - %) por Atividade económica (Divisão - CAE Rev. 3); Mensal,Yes,2024-01-03
0011944,Índice de horas trabalhadas na indústria - ajustado de efeitos de calendário (Taxa de variação mensal - Base 2021 - %) por Atividade económica (Divisão - CAE Rev. 3); Mensal,Yes,2024-01-03
0011914,Índice de horas trabalhadas na indústria - ajustado de efeitos de calendário (Base - 2021) por Atividade económica (Divisão - CAE Rev. 3); Mensal,Yes,2024-01-03
0011910,Índice de volume de negócios na indústria no mercado externo - bruto (Base - 2021) por Atividade económica (Divisão - CAE Rev. 3); Mensal,Yes,2024-01-03
0011909,Índice de volume de negócios na indústria no mercado interno - bruto (Base - 2021) por Atividade económica (Divisão - CAE Rev. 3); Mensal,Yes,2024-01-03
0011967,Índice de volume de negócios na indústria no mercado externo - ajustado de efeitos de calendário e de sazonalidade (Taxa de variação média anual - Base 2021 - %) por Agrupamento industrial; Mensal,Yes,2024-01-03
0011977,Índice de volume de negócios na indústria no mercado externo - ajustado de efeitos de calendário e de sazonalidade (Taxa de variação homóloga - Base 2021 - %) por Agrupamento industrial; Mensal,Yes,2024-01-03
0011987,Índice de volume de negócios na indústria no mercado externo - ajustado de efeitos de calendário e de sazonalidade (Taxa de variação mensal - Base 2021 - %) por Agrupamento industrial; Mensal,Yes,2024-01-03
0011957,Índice de volume de negócios na indústria no mercado externo - ajustado de efeitos de calendário e de sazonalidade (Base - 2021) por Agrupamento industrial; Mensal,Yes,2024-01-03
0011966,Índice de volume de negócios na indústria no mercado interno - ajustado de efeitos de calendário e de sazonalidade (Taxa de variação média anual - Base 2021 - %) por Agrupamento industrial; Mensal,Yes,2024-01-03
0001264,Perspetivas sobre a procura nos próximos 3 meses (SRE - Valores corrigidos de sazonalidade) dos serviços; Mensal,Yes,2024-01-03
0000906,Obstáculos mais importantes à atividade (%) do comércio por Tipo de comércio e Obstáculos à atividade; Trimestral,Yes,2024-01-03
0011976,Índice de volume de negócios na indústria no mercado interno - ajustado de efeitos de calendário e de sazonalidade (Taxa de variação homóloga - Base 2021 - %) por Agrupamento industrial; Mensal,Yes,2024-01-03
0011986,Índice de volume de negócios na indústria no mercado interno - ajustado de efeitos de calendário e de sazonalidade (Taxa de variação mensal - Base 2021 - %) por Agrupamento industrial; Mensal,Yes,2024-01-03
0011956,Índice de volume de negócios na indústria no mercado interno - ajustado de efeitos de calendário e de sazonalidade (Base - 2021) por Agrupamento industrial; Mensal,Yes,2024-01-03
0011965,Índice de volume de negócios na indústria - ajustado de efeitos de calendário e de sazonalidade (Taxa de variação média anual - Base 2021 - %) por Agrupamento industrial; Mensal,Yes,2024-01-03
0011975,Índice de volume de negócios na indústria - ajustado de efeitos de calendário e de sazonalidade (Taxa de variação homóloga - Base 2021 - %) por Agrupamento industrial; Mensal,Yes,2024-01-03
0001263,Existência de fatores limitativos (%) do comércio por Tipo de comércio; Trimestral,Yes,2024-01-03
0001215,Obstáculos à atividade (%) de comércio por Tipo de comércio e Obstáculos à atividade; Trimestral,Yes,2024-01-03
0011955,Índice de volume de negócios na indústria - ajustado de efeitos de calendário e de sazonalidade (Base - 2021) por Agrupamento industrial; Mensal,Yes,2024-01-03
0001155,Perspetivas sobre o emprego nos próximos 3 meses (Saldo de respostas extremas) do comércio por Tipo de comércio; Mensal,Yes,2024-01-03
0001188,Indicador de confiança (Saldo de respostas extremas) da Indústria transformadora; Mensal,Yes,2024-01-03
0001195,Apreciação sobre a capacidade produtiva instalada tendo em conta as encomendas recebidas ou a receber nos próximos 12 meses (Saldo de respostas extremas) da indústria transformadora por Tipo de bens; Trimestral,Yes,2024-01-03
0011592,Taxa de privação material e social (%) por Sexo e Grupo etário; Anual,Yes,2024-01-03
0001202,Perspetivas sobre a evolução dos preços nos próximos 3 meses (SRE - Valores corrigidos de sazonalidade) dos serviços; Mensal,Yes,2024-01-03
0001154,Perspetivas sobre os preços de venda nos próximos 3 meses (Saldo de respostas extremas) do comércio por Tipo de comércio; Mensal,Yes,2024-01-03
0001156,Perspetivas sobre a atividade nos próximos 3 meses (Saldo de respostas extremas) do comércio por Tipo de comércio; Mensal,Yes,2024-01-03
