theme,subtheme,varcd,title,last_update,geo_lastlevel,last_period_available,periodicity,update_type
Empresas,Contas integradas das empresas,0007386,Volume de negócios das indústrias transformadoras com fatores competitivos avançados (CAE Rev. 3 - €),04-04-2014,NUTS III,S7A2012,Anual,D
Empresas,Contas integradas das empresas,0007387,Proporção do volume de negócios das indústrias transformadoras com fatores competitivos avançados no volume de negócios das indústrias transformadoras (CAE Rev. 3 - %),04-04-2014,NUTS III,S7A2012,Anual,D
Empresas,Contas integradas das empresas,0007388,Produtividade aparente do trabalho (€) nas empresas,15-12-2023,Portugal,S7A2022,Anual,D
Empresas,Contas integradas das empresas,0007389,Peso do excedente bruto de exploração no valor acrescentado bruto (%) das Empresas,15-12-2023,Portugal,S7A2022,Anual,D
Empresas,Contas integradas das empresas,0007390,Taxa de valor acrescentado bruto (%) das empresas,15-12-2023,Portugal,S7A2022,Anual,D
Empresas,Contas integradas das empresas,0007391,Rendibilidade operacional das vendas (%) das Empresas,15-12-2023,Portugal,S7A2022,Anual,D
Empresas,Contas integradas das empresas,0007392,Empresas das indústrias de baixa tecnologia (CAE Rev. 3 - N.º),13-03-2014,NUTS III,S7A2012,Anual,D
Empresas,Contas integradas das empresas,0007393,Proporção de empresas das indústrias de baixa tecnologia nas empresas das indústrias transformadoras (CAE Rev. 3 - %),13-03-2014,NUTS III,S7A2012,Anual,D
Empresas,Contas integradas das empresas,0007394,Volume de negócios das indústrias de baixa tecnologia (CAE Rev. 3 - €),13-03-2014,NUTS III,S7A2012,Anual,D
Empresas,Contas integradas das empresas,0007395,Proporção do volume de negócios das indústrias de baixa tecnologia no volume de negócios das indústrias transformadoras (CAE Rev. 3 - %),13-03-2014,NUTS III,S7A2012,Anual,D
Empresas,Contas integradas das empresas,0007396,Indicador de concentração do volume de negócios das quatro maiores empresas (%),13-03-2014,Município,S7A2012,Anual,D
Empresas,Contas integradas das empresas,0007397,Indicador de concentração do valor acrescentado bruto das quatro maiores empresas (%),13-03-2014,Município,S7A2012,Anual,D
Empresas,Demografia das empresas,0007398,Pessoal ao serviço (N.º) nos nascimentos de empresas,04-04-2014,NUTS III,S7A2012,Anual,D
Empresas,Demografia das empresas,0007399,Pessoal ao serviço (N.º) nos nascimentos de empresas,15-12-2023,Portugal,S7A2022,Anual,D
Empresas,Contas integradas das empresas,0007400,Produtividade aparente do trabalho (€) nas empresas,13-03-2014,NUTS III,S7A2012,Anual,D
Empresas,Contas integradas das empresas,0007401,Peso do excedente bruto de exploração no valor acrescentado bruto (%) das Empresas,13-03-2014,NUTS III,S7A2012,Anual,D
Empresas,Contas integradas das empresas,0007402,Taxa de valor acrescentado bruto (%) das empresas,13-03-2014,NUTS III,S7A2012,Anual,D
Empresas,Contas integradas das empresas,0007403,Rendibilidade operacional das vendas (%) das Empresas,13-03-2014,NUTS III,S7A2012,Anual,D
Empresas,Contas integradas das empresas,0007412,Gastos com o pessoal das empresas por pessoa empregada (€),15-12-2023,Portugal,S7A2022,Anual,D
Empresas,Contas integradas das empresas,0007413,Produtividade do trabalho ajustada ao salário (%) nas empresas,15-12-2023,Portugal,S7A2022,Anual,D
Empresas,Contas integradas das empresas,0007414,Peso dos gastos com pessoal no valor acrescentado bruto (%) das empresas,15-12-2023,Portugal,S7A2022,Anual,D
Empresas,Contas integradas das empresas,0007415,Taxa de investimento (%) das empresas,15-12-2023,Portugal,S7A2022,Anual,D
Empresas,Contas integradas das empresas,0007416,Rácio debt to equity (N.º) das empresas,09-10-2015,Portugal,S7A2013,Anual,D
Empresas,Contas integradas das empresas,0007417,Autonomia financeira (N.º) das empresas,09-10-2015,Portugal,S7A2013,Anual,D
Empresas,Contas integradas das empresas,0007418,Solvabilidade (N.º) das empresas,09-10-2015,Portugal,S7A2013,Anual,D
Empresas,Contas integradas das empresas,0007419,Rácio de endividamento (N.º) das empresas,09-10-2015,Portugal,S7A2013,Anual,D
Saúde,Cuidados hospitalares,0007420,Camas (N.º) dos hospitais oficiais públicos,10-07-2015,Município,S7A2013,Anual,D
Saúde,Cuidados hospitalares,0007421,Salas de operação (N.º) dos hospitais oficiais públicos,10-07-2015,Município,S7A2013,Anual,D
Saúde,Cuidados hospitalares,0007422,Internamentos (N.º) nos hospitais oficiais públicos,10-07-2015,Município,S7A2013,Anual,D
Saúde,Cuidados hospitalares,0007423,Período de internamento (Dia) nos hospitais oficiais públicos,10-07-2015,Município,S7A2013,Anual,D
Saúde,Cuidados hospitalares,0007424,Consultas médicas na unidade de consulta externa (N.º) dos hospitais públicos de acesso universal e hospitais em parceria público-privada,15-12-2023,Município,S7A2022,Anual,D
Saúde,Cuidados hospitalares,0007425,Pessoal ao serviço (N.º) nos hospitais oficiais públicos,10-07-2015,Município,S7A2013,Anual,D
Saúde,Cuidados hospitalares,0007427,Interrupções voluntárias da gravidez legalmente efetuadas nos hospitais oficiais públicos (N.º),30-12-2015,Município,S7A2013,Anual,D
Saúde,Cuidados hospitalares,0007428,Camas (N.º) dos hospitais oficiais públicos,19-12-2014,Município,S7A2012,Anual,D
Saúde,Cuidados hospitalares,0007429,Salas de operação (N.º) dos hospitais oficiais públicos,19-12-2014,Município,S7A2012,Anual,D
Saúde,Cuidados hospitalares,0007430,Internamentos (N.º) nos hospitais oficiais públicos,19-12-2014,Município,S7A2012,Anual,D
Saúde,Cuidados hospitalares,0007431,Período de internamento (Dia) nos hospitais oficiais públicos,19-12-2014,Município,S7A2012,Anual,D
Saúde,Cuidados hospitalares,0007432,Consultas médicas nas consultas externas (N.º) dos hospitais oficiais públicos,19-12-2014,Município,S7A2012,Anual,D
Saúde,Cuidados hospitalares,0007433,Pessoal ao serviço (N.º) nos hospitais oficiais públicos,14-10-2014,Município,S7A2012,Anual,D
Saúde,Cuidados hospitalares,0007435,Interrupções voluntárias da gravidez legalmente efetuadas nos hospitais oficiais públicos (N.º),30-12-2015,Município,S7A2012,Anual,D
Empresas,Contas integradas das empresas,0007436,Gastos com o pessoal das empresas por pessoa empregada (€),13-03-2014,NUTS III,S7A2012,Anual,D
Empresas,Contas integradas das empresas,0007437,Produtividade do trabalho ajustada ao salário (%) nas empresas,13-03-2014,NUTS III,S7A2012,Anual,D
Empresas,Contas integradas das empresas,0007438,Peso dos gastos com pessoal no valor acrescentado bruto (%) das empresas,13-03-2014,NUTS III,S7A2012,Anual,D
Empresas,Contas integradas das empresas,0007439,Taxa de investimento (%) das empresas,13-03-2014,NUTS III,S7A2012,Anual,D
Empresas,Contas integradas das empresas,0007440,Rácio debt to equity (N.º) das empresas,13-03-2014,NUTS III,S7A2012,Anual,D
Empresas,Contas integradas das empresas,0007441,Autonomia financeira (N.º) das empresas,13-03-2014,NUTS III,S7A2012,Anual,D
Empresas,Contas integradas das empresas,0007442,Solvabilidade (N.º) das empresas,13-03-2014,NUTS III,S7A2012,Anual,D
Empresas,Contas integradas das empresas,0007443,Rácio de endividamento (N.º) das empresas,13-03-2014,NUTS III,S7A2012,Anual,D
Território,Ordenamento do território,0007444,Superfície (km²) das unidades territoriais,18-10-2013,Freguesia,S7A2012,Anual,D
Empresas,Contas integradas das empresas,0007445,Rendibilidade dos capitais próprios (%) das sociedades,15-12-2023,Portugal,S7A2022,Anual,D
Empresas,Contas integradas das empresas,0007446,Rendibilidade do ativo líquido (%) das sociedades,15-12-2023,Portugal,S7A2022,Anual,D
Empresas,Contas integradas das empresas,0007447,Rotação dos capitais próprios (N.º) das sociedades,15-12-2023,Portugal,S7A2022,Anual,D
Empresas,Contas integradas das empresas,0007448,Rotação do ativo líquido (N.º) das sociedades,15-12-2023,Portugal,S7A2022,Anual,D
Empresas,Contas integradas das empresas,0007449,Empresas (N.º),15-12-2023,Portugal,S7A2022,Anual,D
Ambiente,Protecção do ambiente,0007450,Investimentos em gestão de resíduos dos municípios (€),28-10-2014,Município,S7A2013,Anual,D
Ambiente,Protecção do ambiente,0007451,Investimentos em gestão de resíduos dos municípios (€),28-10-2014,Município,S7A2013,Anual,D
Ambiente,Protecção do ambiente,0007452,Investimentos na proteção da biodiversidade e paisagem dos municípios (€),28-10-2014,Município,S7A2013,Anual,D
Ambiente,Protecção do ambiente,0007453,Investimentos na proteção da biodiversidade e paisagem dos municípios (€),28-10-2014,Município,S7A2013,Anual,D
Saúde,Cuidados preventivos,0007454,Taxa de cobertura vacinal a indivíduos até 12 meses de idade (%),13-10-2017,NUTS II,S7A2016,Anual,D
Saúde,Cuidados preventivos,0007455,Taxa de cobertura vacinal a indivíduos com 2 anos de idade (%),13-10-2017,NUTS II,S7A2016,Anual,D
Saúde,Cuidados preventivos,0007456,Taxa de cobertura vacinal a indivíduos com 7 anos de idade (%),13-10-2017,NUTS II,S7A2016,Anual,D
Saúde,Cuidados preventivos,0007457,Taxa de cobertura vacinal a indivíduos com 14 anos de idade (%),13-10-2017,NUTS II,S7A2016,Anual,D
População,Censos da população,0007458,Proporção da população residente com pelo menos uma dificuldade (%),10-10-2013,Freguesia,S7A2011,Decenal,D
População,Censos da população,0007459,Proporção da população residente de nacionalidade estrangeira (%),10-10-2013,Freguesia,S7A2011,Decenal,D
Ambiente,Protecção do ambiente,0007460,Receitas em ambiente (€) dos municípios,24-10-2014,Município,S7A2013,Anual,D
Justiça,Justiça criminal,0007461,Movimento de processos tutelares (N.º) nos tribunais judiciais de 1ª instância,31-10-2024,Portugal,S7A2023,Anual,D
Turismo,Oferta turística,0007462,Dormidas (N.º) nos estabelecimentos de turismo no espaço rural,08-07-2024,NUTS II,S7A2023,Anual,D
Turismo,Oferta turística,0007463,Hóspedes (N.º) nos estabelecimentos de turismo no espaço rural,08-07-2024,NUTS II,S7A2023,Anual,D
Conjuntura,Preços,0007464,Índices de preços na produção industrial no mercado interno - bruto (Base - 2010),18-10-2016,Portugal,S3A201609,Mensal,D
Conjuntura,Preços,0007465,Índices de preços na produção industrial no mercado interno - bruto (Taxa de variação mensal - Base 2010 - %),18-10-2016,Portugal,S3A201609,Mensal,D
Conjuntura,Preços,0007466,Índices de preços na produção industrial no mercado interno - bruto (Taxa de variação homóloga - Base 2010 - %),18-10-2016,Portugal,S3A201609,Mensal,D
Conjuntura,Preços,0007467,Índices de preços na produção industrial no mercado interno - bruto (Taxa de variação média anual - Base 2010 - %),18-10-2016,Portugal,S3A201609,Mensal,D
Conjuntura,Preços,0007468,Índices de preços na produção industrial no mercado interno - bruto (Base - 2010),18-10-2016,Portugal,S3A201609,Mensal,D
Conjuntura,Preços,0007469,Índices de preços na produção industrial no mercado interno - bruto (Taxa de variação mensal - Base 2010 - %),18-10-2016,Portugal,S3A201609,Mensal,D
Conjuntura,Preços,0007470,Índices de preços na produção industrial no mercado interno - bruto (Taxa de variação homóloga - Base 2010 - %),18-10-2016,Portugal,S3A201609,Mensal,D
Conjuntura,Preços,0007471,Índices de preços na produção industrial no mercado interno - bruto (Taxa de variação média anual - Base 2010 - %),18-10-2016,Portugal,S3A201609,Mensal,D
Mercado de trabalho,Indicadores quantitativos setoriais,0007472,Jovens com idade entre 15 e 34 anos não empregados que não estão em educação ou formação (Série 2011 - N.º),24-11-2023,Portugal,S7A2020,Anual,D
Mercado de trabalho,Indicadores quantitativos setoriais,0007474,Jovens com idade entre 15 e 34 anos não empregados que não estão em educação ou formação (Série 2011 - N.º),24-11-2023,NUTS II,S7A2020,Anual,D
Mercado de trabalho,Indicadores quantitativos setoriais,0007475,Taxa de jovens com idade entre 15 e 34 anos não empregados que não estão em educação ou formação (Série 2011 - %),24-11-2023,Portugal,S7A2020,Anual,D
Mercado de trabalho,Indicadores quantitativos setoriais,0007476,Taxa de jovens com idade entre 15 e 34 anos não empregados que não estão em educação ou formação (Série 2011 - %),24-11-2023,Portugal,S7A2020,Anual,D
Mercado de trabalho,Indicadores quantitativos setoriais,0007477,Taxa de jovens com idade entre 15 e 34 anos não empregados que não estão em educação ou formação (Série 2011 - %),24-11-2023,NUTS II,S7A2020,Anual,D
Mercado de trabalho,Indicadores quantitativos setoriais,0007478,Jovens com idade entre 15 e 34 anos não empregados que não estão em educação ou formação (Série 1998 - N.º),25-06-2014,Portugal,S7A2010,Anual,D
Mercado de trabalho,Indicadores quantitativos setoriais,0007479,Jovens com idade entre 15 e 34 anos não empregados que não estão em educação ou formação (Série 1998 - N.º),25-06-2014,Portugal,S7A2010,Anual,D
Mercado de trabalho,Indicadores quantitativos setoriais,0007480,Jovens com idade entre 15 e 34 anos não empregados que não estão em educação ou formação (Série 1998 - N.º),25-06-2014,NUTS II,S7A2010,Anual,D
Mercado de trabalho,Indicadores quantitativos setoriais,0007481,Taxa de jovens com idade entre 15 e 34 anos não empregados que não estão em educação ou formação (Série 1998 - %),25-06-2014,Portugal,S7A2010,Anual,D
Mercado de trabalho,Indicadores quantitativos setoriais,0007482,Taxa de jovens com idade entre 15 e 34 anos não empregados que não estão em educação ou formação (Série 1998 - %),07-07-2015,Portugal,S7A2010,Anual,D
Mercado de trabalho,Indicadores quantitativos setoriais,0007483,Taxa de jovens com idade entre 15 e 34 anos não empregados que não estão em educação ou formação (Série 1998 - %),25-06-2014,NUTS II,S7A2010,Anual,D
Mercado de trabalho,Indicadores quantitativos setoriais,0007484,Jovens com idade entre 15 e 34 anos não empregados que não estão em educação ou formação (Série 2011 - N.º),30-11-2023,Portugal,S5A20204,Trimestral,D
Mercado de trabalho,Indicadores quantitativos setoriais,0007485,Jovens com idade entre 15 e 34 anos não empregados que não estão em educação ou formação (Série 2011 - N.º),30-11-2023,Portugal,S5A20204,Trimestral,D
Mercado de trabalho,Indicadores quantitativos setoriais,0007486,Jovens com idade entre 15 e 34 anos não empregados que não estão em educação ou formação (Série 2011 - N.º),30-11-2023,Portugal,S5A20204,Trimestral,D
Mercado de trabalho,Indicadores quantitativos setoriais,0007487,Jovens com idade entre 15 e 34 anos não empregados que não estão em educação ou formação (Série 2011 - N.º),30-11-2023,NUTS II,S5A20204,Trimestral,D
Mercado de trabalho,Indicadores quantitativos setoriais,0007488,Taxa de jovens com idade entre 15 e 34 anos não empregados que não estão em educação ou formação (Série 2011 - %),30-11-2023,Portugal,S5A20204,Trimestral,D
Mercado de trabalho,Indicadores quantitativos setoriais,0007489,Taxa de jovens com idade entre 15 e 34 anos não empregados que não estão em educação ou formação (Série 2011 - %),30-11-2023,Portugal,S5A20204,Trimestral,D
Mercado de trabalho,Indicadores quantitativos setoriais,0007490,Taxa de jovens com idade entre 15 e 34 anos não empregados que não estão em educação ou formação (Série 2011 - %),30-11-2023,Portugal,S5A20204,Trimestral,D
Mercado de trabalho,Indicadores quantitativos setoriais,0007491,Taxa de jovens com idade entre 15 e 34 anos não empregados que não estão em educação ou formação (Série 2011 - %),30-11-2023,NUTS II,S5A20204,Trimestral,D
Mercado de trabalho,Indicadores quantitativos setoriais,0007492,Jovens com idade entre 15 e 34 anos não empregados que não estão em educação ou formação (Série 1998 - N.º),25-06-2014,Portugal,S5A20104,Trimestral,D
Mercado de trabalho,Indicadores quantitativos setoriais,0007493,Jovens com idade entre 15 e 34 anos não empregados que não estão em educação ou formação (Série 1998 - N.º),25-06-2014,Portugal,S5A20104,Trimestral,D
Mercado de trabalho,Indicadores quantitativos setoriais,0007494,Jovens com idade entre 15 e 34 anos não empregados que não estão em educação ou formação (Série 1998 - N.º),25-06-2014,Portugal,S5A20104,Trimestral,D
Mercado de trabalho,Indicadores quantitativos setoriais,0007495,Jovens com idade entre 15 e 34 anos não empregados que não estão em educação ou formação (Série 1998 - N.º),25-06-2014,NUTS II,S5A20104,Trimestral,D
Mercado de trabalho,Indicadores quantitativos setoriais,0007496,Taxa de jovens com idade entre 15 e 34 anos não empregados que não estão em educação ou formação (Série 1998 - %),25-06-2014,Portugal,S5A20104,Trimestral,D
Mercado de trabalho,Indicadores quantitativos setoriais,0007497,Taxa de jovens com idade entre 15 e 34 anos não empregados que não estão em educação ou formação (Série 1998 - %),25-06-2014,Portugal,S5A20104,Trimestral,D
Mercado de trabalho,Indicadores quantitativos setoriais,0007498,Taxa de jovens com idade entre 15 e 34 anos não empregados que não estão em educação ou formação (Série 1998 - %),07-07-2015,Portugal,S5A20104,Trimestral,D
Mercado de trabalho,Indicadores quantitativos setoriais,0007499,Taxa de jovens com idade entre 15 e 34 anos não empregados que não estão em educação ou formação (Série 1998 - %),25-06-2014,NUTS II,S5A20104,Trimestral,D
Turismo,Oferta turística,0007500,Distribuição das dormidas (%) em estabelecimentos de turismo no espaço rural,07-02-2019,NUTS II,S7A2013,Anual,D
Construção e habitação,Habitação social,0007501,Edifícios de habitação social (N.º),07-03-2014,Município,S7A2012,Anual,D
Construção e habitação,Habitação social,0007502,Fogos de habitação social (N.º),07-03-2014,Município,S7A2012,Anual,D
Construção e habitação,Habitação social,0007503,Fogos de habitação social com certificação energética (N.º),07-03-2014,Município,S7A2012,Anual,D
Construção e habitação,Habitação social,0007504,Fogos de habitação social atribuídos (N.º),07-03-2014,Município,S7A2012,Anual,D
Construção e habitação,Habitação social,0007505,Fogos de habitação social arrendados (N.º),07-03-2014,Município,S7A2012,Anual,D
Construção e habitação,Habitação social,0007506,Fogos de habitação social com novos contratos de arrendamento (N.º),07-03-2014,Município,S7A2012,Anual,D
Construção e habitação,Habitação social,0007507,Valor da renda máxima de habitação social (€),07-03-2014,Município,S7A2012,Anual,D
Construção e habitação,Habitação social,0007508,Valor da renda mínima de habitação social (€),07-03-2014,Município,S7A2012,Anual,D
Construção e habitação,Habitação social,0007509,Valor médio das rendas de habitação social (€),07-03-2014,Município,S7A2012,Anual,D
Construção e habitação,Habitação social,0007510,Fogos de habitação social com rendas em dívida (N.º),07-03-2014,Município,S7A2012,Anual,D
Construção e habitação,Habitação social,0007511,Despesa orçamentada em obras de conservação e/ou reabilitação do parque de habitação social (€),07-03-2014,Município,S7A2012,Anual,D
Construção e habitação,Habitação social,0007512,Despesa efetuada em obras de conservação e/ou reabilitação do parque de habitação social (€),07-03-2014,Município,S7A2012,Anual,D
Protecção social,Beneficiários de pensões,0007513,"Beneficiárias/os de pensões dos regimes de proteção social, sem duplas contagens (Total - N.º)",26-06-2024,Total,S7A2022,Anual,D
Protecção social,Beneficiários de pensões,0007514,Beneficiárias/os de pensões dos regimes de proteção social na invalidez (N.º),26-06-2024,Total,S7A2022,Anual,D
Protecção social,Beneficiários de pensões,0007515,Beneficiárias/os de pensões dos regimes de proteção social na velhice (N.º),26-06-2024,Total,S7A2022,Anual,D
Protecção social,Beneficiários de pensões,0007516,Beneficiárias/os de pensões dos regimes de proteção social na sobrevivência (N.º),26-06-2024,Total,S7A2022,Anual,D
Protecção social,Beneficiários de pensões,0007517,"Beneficiárias/os de pensões dos regimes de proteção social na velhice e sobrevivência, sem duplas contagens (N.º)",26-06-2024,Total,S7A2022,Anual,D
"Cultura, desporto e lazer",Cultura,0007518,Museus (N.º),10-09-2024,Portugal,S7A2023,Anual,D
"Cultura, desporto e lazer",Cultura,0007519,Visitantes (N.º) de museus,10-09-2024,Portugal,S7A2023,Anual,D
"Cultura, desporto e lazer",Cultura,0007520,Visitantes inseridos em grupos escolares (N.º) de museus,10-09-2024,Portugal,S7A2023,Anual,D
"Cultura, desporto e lazer",Cultura,0007521,Visitantes estrangeiros (N.º) de museus,10-09-2024,Portugal,S7A2023,Anual,D
"Cultura, desporto e lazer",Cultura,0007522,Bens dos museus (N.º),10-09-2024,Portugal,S7A2023,Anual,D
"Cultura, desporto e lazer",Cultura,0007523,Pessoal ao serviço (N.º) nos museus,10-09-2024,Portugal,S7A2023,Anual,D
"Cultura, desporto e lazer",Cultura,0007524,Visitantes (N.º) de museus,31-10-2014,NUTS II,S7A2013,Anual,D
"Cultura, desporto e lazer",Cultura,0007525,Visitantes de museus por habitante (N.º),31-10-2014,NUTS II,S7A2013,Anual,D
Saúde,Morbilidade,0007526,Taxa de incidência de casos notificados de doenças de declaração obrigatória (Série 1996-2008 - ‰),20-02-2015,Distrito,S7A2008,Anual,D
"Cultura, desporto e lazer",Cultura,0007527,Museus (N.º),31-10-2014,Município,S7A2013,Anual,D
"Cultura, desporto e lazer",Cultura,0007528,Visitantes (N.º) de museus,31-10-2014,Município,S7A2013,Anual,D
"Cultura, desporto e lazer",Cultura,0007529,Visitantes inseridos em grupos escolares (N.º) de museus,31-10-2014,Município,S7A2013,Anual,D
"Cultura, desporto e lazer",Cultura,0007530,Visitantes estrangeiros (N.º) de museus,31-10-2014,Município,S7A2013,Anual,D
"Cultura, desporto e lazer",Cultura,0007531,Bens dos museus (N.º),31-10-2014,Município,S7A2013,Anual,D
"Cultura, desporto e lazer",Cultura,0007532,Visitantes de museus por habitante (N.º),31-10-2014,Município,S7A2013,Anual,D
População,Mortalidade e esperança de vida,0007533,Óbitos de menos de 1 ano (N.º),15-11-2024,NUTS I,S3A202409,Mensal,D
Saúde,Morbilidade,0007534,Casos notificados de doenças de declaração obrigatória (Série 1996-2008 - N.º),20-02-2015,Distrito,S7A2008,Anual,D
Saúde,Cuidados hospitalares,0007535,Atendimentos em serviço de urgência (N.º) nos hospitais,10-07-2015,Município,S7A2013,Anual,D
Saúde,Cuidados hospitalares,0007536,Atendimentos em serviço de urgência (N.º) nos hospitais oficiais públicos,10-07-2015,Município,S7A2013,Anual,D
Saúde,Cuidados hospitalares,0007537,Partos (N.º) nos hospitais,10-07-2015,Município,S7A2013,Anual,D
Saúde,Cuidados hospitalares,0007538,Partos (N.º) nos hospitais oficiais públicos,10-07-2015,Município,S7A2013,Anual,D
Saúde,Cuidados hospitalares,0007539,Hospitais (N.º),08-07-2015,Município,S7A2013,Anual,D
Saúde,Cuidados hospitalares,0007540,Hospitais oficiais públicos (N.º),08-07-2015,Município,S7A2013,Anual,D
Conjuntura,Oferta de bens e serviços,0007541,Índice de volume de negócios na indústria - bruto (Base - 2010),09-08-2017,Portugal,S3A201706,Mensal,D
Conjuntura,Oferta de bens e serviços,0007542,Índice de volume de negócios na indústria no mercado interno - bruto (Base - 2010),09-08-2017,Portugal,S3A201706,Mensal,D
Conjuntura,Oferta de bens e serviços,0007543,Índice de volume de negócios na indústria no mercado externo - bruto (Base - 2010),09-08-2017,Portugal,S3A201706,Mensal,D
Conjuntura,Mercado de trabalho,0007544,Índice de remunerações na indústria - bruto (Base - 2010),09-08-2017,Portugal,S3A201706,Mensal,D
Conjuntura,Mercado de trabalho,0007545,Índice de emprego na indústria - bruto (Base - 2010),09-08-2017,Portugal,S3A201706,Mensal,D
Conjuntura,Mercado de trabalho,0007546,Índice de horas trabalhadas na indústria - bruto (Base - 2010),09-08-2017,Portugal,S3A201706,Mensal,D
Conjuntura,Oferta de bens e serviços,0007547,Índice de volume de negócios na indústria - bruto (Taxa de variação média anual - Base 2010 - %),09-08-2017,Portugal,S3A201706,Mensal,D
Conjuntura,Oferta de bens e serviços,0007548,Índice de volume de negócios na indústria no mercado interno - bruto (Taxa de variação média anual - Base 2010 - %),09-08-2017,Portugal,S3A201706,Mensal,D
Conjuntura,Oferta de bens e serviços,0007549,Índice de volume de negócios na indústria no mercado externo - bruto (Taxa de variação média anual - Base 2010 - %),09-08-2017,Portugal,S3A201706,Mensal,D
Conjuntura,Mercado de trabalho,0007550,Índice de remunerações na indústria - bruto (Taxa de variação média anual - Base 2010 - %),09-08-2017,Portugal,S3A201706,Mensal,D
Conjuntura,Mercado de trabalho,0007551,Índice de emprego na indústria - bruto (Taxa de variação média anual - Base 2010 - %),09-08-2017,Portugal,S3A201706,Mensal,D
Conjuntura,Mercado de trabalho,0007552,Índice de horas trabalhadas na indústria - bruto (Taxa de variação média anual - Base 2010 - %),09-08-2017,Portugal,S3A201706,Mensal,D
Conjuntura,Oferta de bens e serviços,0007553,Índice de volume de negócios na indústria - bruto (Taxa de variação homóloga - Base 2010 - %),09-08-2017,Portugal,S3A201706,Mensal,D
Conjuntura,Oferta de bens e serviços,0007554,Índice de volume de negócios na indústria no mercado interno - bruto (Taxa de variação homóloga - Base 2010 - %),09-08-2017,Portugal,S3A201706,Mensal,D
Conjuntura,Oferta de bens e serviços,0007555,Índice de volume de negócios na indústria no mercado externo - bruto (Taxa de variação homóloga - Base 2010 - %),09-08-2017,Portugal,S3A201706,Mensal,D
Conjuntura,Mercado de trabalho,0007556,Índice de remunerações na indústria - bruto (Taxa de variação homóloga - Base 2010 - %),09-08-2017,Portugal,S3A201706,Mensal,D
Conjuntura,Mercado de trabalho,0007557,Índice de emprego na indústria - bruto (Taxa de variação homóloga - Base 2010 - %),09-08-2017,Portugal,S3A201706,Mensal,D
Conjuntura,Mercado de trabalho,0007558,Índice de horas trabalhadas na indústria - bruto (Taxa de variação homóloga - Base 2010 - %),09-08-2017,Portugal,S3A201706,Mensal,D
Conjuntura,Oferta de bens e serviços,0007559,Índice de volume de negócios na indústria - bruto (Taxa de variação mensal - Base 2010 - %),09-08-2017,Portugal,S3A201706,Mensal,D
Conjuntura,Oferta de bens e serviços,0007560,Índice de volume de negócios na indústria no mercado interno - bruto (Taxa de variação mensal - Base 2010 - %),09-08-2017,Portugal,S3A201706,Mensal,D
Conjuntura,Oferta de bens e serviços,0007561,Índice de volume de negócios na indústria no mercado externo - bruto (Taxa de variação mensal - Base 2010 - %),09-08-2017,Portugal,S3A201706,Mensal,D
Conjuntura,Mercado de trabalho,0007562,Índice de remunerações na indústria - bruto (Taxa de variação mensal - Base 2010 - %),09-08-2017,Portugal,S3A201706,Mensal,D
Conjuntura,Mercado de trabalho,0007563,Índice de emprego na indústria - bruto (Taxa de variação mensal - Base 2010 - %),09-08-2017,Portugal,S3A201706,Mensal,D
Conjuntura,Mercado de trabalho,0007564,Índice de horas trabalhadas na indústria - bruto (Taxa de variação mensal - Base 2010 - %),09-08-2017,Portugal,S3A201706,Mensal,D
Saúde,Cuidados hospitalares,0007565,Atendimentos em serviço de urgência (N.º) nos hospitais,18-12-2014,Município,S7A2012,Anual,D
Saúde,Cuidados hospitalares,0007566,Atendimentos em serviço de urgência (N.º) nos hospitais oficiais públicos,19-12-2014,Município,S7A2012,Anual,D
Saúde,Cuidados hospitalares,0007567,Partos (N.º) nos hospitais,18-12-2014,Município,S7A2012,Anual,D
Saúde,Cuidados hospitalares,0007568,Partos (N.º) nos hospitais oficiais públicos,19-12-2014,Município,S7A2012,Anual,D
Saúde,Cuidados hospitalares,0007569,Hospitais (N.º),18-12-2014,Município,S7A2012,Anual,D
Saúde,Cuidados hospitalares,0007570,Hospitais oficiais públicos (N.º),19-12-2014,Município,S7A2012,Anual,D
Saúde,Cuidados de saúde primários,0007571,Atendimentos no serviço de urgência básica - SUB ou no serviço de atendimento permanente ou prolongado - SAP (N.º) nos centros de saúde,08-05-2014,Município,S7A2012,Anual,D
Saúde,Cuidados de saúde primários,0007572,Atendimentos no serviço de urgência básica - SUB ou no serviço de atendimento permanente ou prolongado - SAP (N.º) nos centros de saúde,30-08-2014,Município,S7A2012,Anual,D
Saúde,Mortalidade por causas de morte,0007573,Mortalidade materna (N.º),10-04-2015,NUTS II,S7A2013,Anual,D
Saúde,Partos,0007574,Partos (N.º),30-06-2014,Município,S7A2013,Anual,D
"Cultura, desporto e lazer",Cultura,0007575,Sessões de espetáculos ao vivo (N.º),25-09-2024,Portugal,S7A2023,Anual,D
"Cultura, desporto e lazer",Cultura,0007576,Bilhetes vendidos de espetáculos ao vivo (N.º),25-09-2024,Portugal,S7A2023,Anual,D
"Cultura, desporto e lazer",Cultura,0007578,Espetadores de espetáculos ao vivo (N.º),25-09-2024,Portugal,S7A2023,Anual,D
"Cultura, desporto e lazer",Cultura,0007579,Receitas de espetáculos ao vivo (€),25-09-2024,Portugal,S7A2023,Anual,D
Conjuntura,Oferta de bens e serviços,0007580,Índice de volume de negócios na indústria - bruto (Base - 2010),09-08-2017,Portugal,S3A201706,Mensal,D
